File;Trips_Satisfied
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_358_EV_2_FLEX_10000_TPS.txt;2007
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_358_EV_50_FLEX_10000_TPS.txt;2288
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_36_EV_10_FLEX_1000_TPS.txt;151
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_36_EV_25_FLEX_1000_TPS.txt;141
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_36_EV_2_FLEX_1000_TPS.txt;167
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.0_EV-FACTOR_36_EV_50_FLEX_1000_TPS.txt;171
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_16_EV_10_FLEX_300_TPS.txt;66
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_16_EV_25_FLEX_300_TPS.txt;63
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_16_EV_2_FLEX_300_TPS.txt;67
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_16_EV_50_FLEX_300_TPS.txt;67
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_538_EV_10_FLEX_10000_TPS.txt;3337
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_538_EV_25_FLEX_10000_TPS.txt;3444
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_538_EV_2_FLEX_10000_TPS.txt;3143
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_538_EV_50_FLEX_10000_TPS.txt;3478
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_54_EV_10_FLEX_1000_TPS.txt;220
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_54_EV_25_FLEX_1000_TPS.txt;221
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_54_EV_2_FLEX_1000_TPS.txt;235
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_1.5_EV-FACTOR_54_EV_50_FLEX_1000_TPS.txt;225
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_22_EV_10_FLEX_300_TPS.txt;73
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_22_EV_25_FLEX_300_TPS.txt;60
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_22_EV_2_FLEX_300_TPS.txt;83
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_22_EV_50_FLEX_300_TPS.txt;61
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_717_EV_10_FLEX_10000_TPS.txt;4415
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_717_EV_25_FLEX_10000_TPS.txt;4511
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_717_EV_2_FLEX_10000_TPS.txt;4067
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_717_EV_50_FLEX_10000_TPS.txt;4503
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_72_EV_10_FLEX_1000_TPS.txt;311
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_72_EV_25_FLEX_1000_TPS.txt;290
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_72_EV_2_FLEX_1000_TPS.txt;320
./instance_generator/instances/SPREAD_16_SEC_5.0_ENERGY_2.0_EV-FACTOR_72_EV_50_FLEX_1000_TPS.txt;307
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_11_EV_10_FLEX_300_TPS.txt;70
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_11_EV_25_FLEX_300_TPS.txt;58
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_11_EV_2_FLEX_300_TPS.txt;86
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_11_EV_50_FLEX_300_TPS.txt;63
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_358_EV_10_FLEX_10000_TPS.txt;2236
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_358_EV_25_FLEX_10000_TPS.txt;2298
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_358_EV_2_FLEX_10000_TPS.txt;2072
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_358_EV_50_FLEX_10000_TPS.txt;2361
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_36_EV_10_FLEX_1000_TPS.txt;154
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_36_EV_25_FLEX_1000_TPS.txt;143
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_36_EV_2_FLEX_1000_TPS.txt;161
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.0_EV-FACTOR_36_EV_50_FLEX_1000_TPS.txt;165
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_16_EV_10_FLEX_300_TPS.txt;72
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_16_EV_25_FLEX_300_TPS.txt;70
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_16_EV_2_FLEX_300_TPS.txt;77
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_16_EV_50_FLEX_300_TPS.txt;57
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_538_EV_10_FLEX_10000_TPS.txt;3229
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_538_EV_25_FLEX_10000_TPS.txt;3589
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_538_EV_2_FLEX_10000_TPS.txt;3087
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_538_EV_50_FLEX_10000_TPS.txt;3437
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_54_EV_10_FLEX_1000_TPS.txt;222
./instance_generator/instances/SPREAD_16_SEC_6.0_ENERGY_1.5_EV-FACTOR_54_EV_25_FLEX_1000_TPS.txt;223
